Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Recommended_Fertilizer,,
5.65,33,21,88,16.24,69.04,1781.75,Rice,Vegetative,Urea,,
6.65,78,37,77,38.34,42.83,1252.76,Cotton,Sowing,DAP,,
6.63,128,67,26,32.81,35.1,1001.75,Potato,Harvest,MOP,,
6.12,60,70,74,31.5,31.64,1548.81,Sugarcane,Harvest,MOP,,
5.18,159,64,66,32.88,52.89,1268.14,Cotton,Flowering,Compost,,
8.41,144,43,28,29.77,86.8,2524.76,Wheat,Vegetative,MOP,,
7.91,55,27,14,10.66,71.09,834.18,Maize,Harvest,Urea,,
6.49,40,44,91,17.61,74.95,582.79,Maize,Flowering,Urea,,
6.91,75,57,90,38.7,86.71,2543.54,Tomato,Harvest,MOP,,
5.41,60,46,64,18.66,55.32,881.54,Sugarcane,Sowing,Compost,,
6.68,146,50,115,33.15,58.46,290.26,Wheat,Sowing,Urea,,
7.28,125,15,114,22.73,51.57,1283.55,Tomato,Vegetative,DAP,,
6.56,105,89,13,37.23,40.88,2493.33,Potato,Vegetative,MOP,,
8.46,57,48,61,26.73,75.98,1409.24,Wheat,Flowering,Urea,,
6.95,27,13,28,28.96,84.4,1516.24,Cotton,Sowing,Urea,,
5.98,125,25,40,17.19,78.83,332.15,Wheat,Flowering,DAP,,
7.59,127,61,12,11.73,32.86,2190.94,Maize,Sowing,MOP,,
5.18,149,28,76,32.7,47.95,1162.38,Maize,Harvest,DAP,,
6.04,83,26,38,12.03,65.53,2240.13,Tomato,Harvest,DAP,,
5.89,63,54,62,31.65,49.63,1350.72,Maize,Sowing,DAP,,
6.23,120,11,17,26.66,39.01,1675.3,Maize,Flowering,DAP,,
7.63,125,11,14,34.6,62.3,1850.56,Cotton,Flowering,DAP,,
6.44,84,64,73,16.17,61.29,751.29,Maize,Flowering,Compost,,
7.68,84,13,104,26.25,72.59,1023.24,Maize,Harvest,DAP,,
6.81,137,21,36,28.43,89.99,1839.59,Tomato,Harvest,DAP,,
5.87,143,63,42,12.23,68.89,2504.23,Sugarcane,Sowing,MOP,,
7.74,127,69,67,32.17,49.01,2892.04,Cotton,Sowing,Urea,,
5.45,114,38,71,21.67,87.38,1667.68,Cotton,Vegetative,DAP,,
5.4,155,70,91,13.87,64.28,406.96,Wheat,Harvest,Compost,,
6.52,86,55,97,21.61,68.74,2876.84,Wheat,Harvest,SSP,,
5.54,130,58,35,12.95,51.45,1378.15,Rice,Sowing,MOP,,
4.54,95,27,104,36.64,57.11,486.94,Maize,Vegetative,DAP,,
7.09,68,85,23,23.7,55.12,2922.17,Maize,Sowing,MOP,,
6.54,26,83,98,14.14,86.17,985.44,Sugarcane,Harvest,Urea,,
6.28,34,33,41,17.56,78.58,2039.15,Potato,Vegetative,Urea,,
8.37,104,26,112,31.74,35.44,603.53,Cotton,Sowing,DAP,,
6.78,57,65,50,33.58,48.83,2214.78,Cotton,Harvest,Urea,,
7.95,56,61,23,11.24,33.34,2933.68,Sugarcane,Flowering,Urea,,
5.06,141,80,57,11.8,61.01,2958.16,Tomato,Flowering,Compost,,
6.78,35,29,57,37.52,46.77,553.39,Cotton,Flowering,Urea,,
7.97,20,38,100,19.93,34.4,2352.38,Potato,Harvest,Urea,,
6.83,56,84,95,15.8,76.32,2060.01,Sugarcane,Vegetative,Urea,,
7.37,64,59,47,13.69,35.47,2444.12,Potato,Harvest,Zinc Sulphate,,
5.99,102,24,16,24.28,46.29,1132.98,Maize,Harvest,DAP,,
4.87,42,40,42,33.13,76.3,1324.89,Maize,Vegetative,Urea,,
6.33,113,22,116,25.63,60.69,1157.07,Tomato,Harvest,DAP,,
6.08,100,65,114,10.62,79.03,2346.25,Sugarcane,Harvest,MOP,,
7.97,85,28,106,24.52,54.87,2465.49,Maize,Flowering,DAP,,
5.48,158,79,33,19.35,78.89,898.04,Wheat,Flowering,MOP,,
8.37,77,37,35,30.49,62.29,1803.81,Wheat,Sowing,DAP,,
8.33,48,31,59,25.71,35.28,552.71,Rice,Vegetative,Urea,,
5.49,102,37,51,38.96,58.29,236.86,Sugarcane,Vegetative,DAP,,
5.89,148,89,104,27.94,63.21,1908.21,Cotton,Vegetative,NPK,,
8.08,152,42,100,28.97,66.73,2552.57,Cotton,Harvest,Zinc Sulphate,,
8.37,134,54,22,25.61,85.67,2738.35,Rice,Sowing,MOP,,
6.27,53,57,40,19.33,41.01,1937.01,Wheat,Vegetative,Urea,,
5.78,144,72,105,28.92,66.36,2464.34,Sugarcane,Harvest,Compost,,
6.6,97,35,32,19.99,75.12,1331.87,Rice,Vegetative,DAP,,
7.25,38,10,46,31.52,83.4,2650.94,Wheat,Harvest,Urea,,
5.59,107,71,113,17.11,61.52,2369.21,Sugarcane,Flowering,Compost,,
7.45,100,81,118,21.03,42.84,1063.88,Maize,Flowering,Zinc Sulphate,,
4.71,114,12,68,27.51,79.06,1872.21,Wheat,Harvest,DAP,,
4.7,91,86,67,28.85,84.3,343.52,Sugarcane,Vegetative,Compost,,
6.05,57,14,25,30.06,36.38,610.44,Wheat,Flowering,Urea,,
5.91,59,54,48,31.01,43.78,2850.63,Tomato,Sowing,Urea,,
5.76,139,21,81,19.55,82.29,227.31,Wheat,Flowering,DAP,,
6.46,107,57,91,36.78,59.06,769.06,Tomato,Harvest,DAP,,
5.78,109,23,100,10.9,40.15,588.66,Rice,Vegetative,DAP,,
5.27,49,62,18,15.65,68.72,2156.55,Tomato,Vegetative,Urea,,
5.74,151,54,73,12.1,57.5,495.94,Tomato,Flowering,MOP,,
8.4,152,41,101,30.15,88.08,256.36,Maize,Flowering,Zinc Sulphate,,
6.14,85,39,31,18.21,43.36,2805.37,Tomato,Flowering,DAP,,
6.28,114,21,84,15.97,51.73,2643.73,Potato,Flowering,DAP,,
6.81,46,53,63,24.42,39.97,1203.66,Potato,Vegetative,Urea,,
8.43,75,34,31,28.57,32.98,481.47,Tomato,Flowering,DAP,,
5.47,64,51,23,28.58,46.43,2098.97,Sugarcane,Vegetative,MOP,,
7.23,87,30,96,26.72,79.19,2672.72,Wheat,Vegetative,DAP,,
7.36,24,70,75,39.76,46.03,2929.03,Cotton,Vegetative,Urea,,
6.93,127,75,88,35.81,71.78,564.35,Tomato,Harvest,Zinc Sulphate,,
4.85,66,30,59,17.17,61.56,1880.59,Maize,Flowering,DAP,,
7.21,152,35,14,32.76,61.18,1405.54,Wheat,Flowering,DAP,,
4.76,24,41,102,27.08,76.89,638.9,Cotton,Vegetative,Urea,,
6.88,140,26,106,12.12,67.07,2462.11,Rice,Harvest,DAP,,
7.46,92,13,117,11.49,39.59,2390.13,Tomato,Harvest,DAP,,
5.34,66,48,103,33.99,43.25,2901.02,Sugarcane,Flowering,Compost,,
7.87,23,24,119,26.35,62.63,439.49,Maize,Flowering,Urea,,
4.62,110,42,26,27.14,80.72,868.85,Maize,Flowering,MOP,,
7.88,84,70,10,20.09,39.14,2517.21,Sugarcane,Harvest,MOP,,
6.34,115,23,23,37.91,36.41,1307.19,Wheat,Harvest,DAP,,
5.37,99,56,64,31.4,61.05,1532.62,Sugarcane,Flowering,Compost,,
5.04,106,11,117,37.83,41.32,1912.27,Sugarcane,Harvest,DAP,,
8.31,80,75,26,12.98,89.65,1343.67,Maize,Harvest,MOP,,
4.79,119,57,18,27.51,30.26,299.11,Wheat,Flowering,MOP,,
5.3,138,73,108,29.13,56.93,1891.16,Sugarcane,Sowing,Compost,,
5.89,128,75,104,13.78,39.75,840.84,Potato,Sowing,NPK,,
6.98,155,57,21,20.39,70.86,2912.84,Potato,Harvest,MOP,,
6.68,101,27,118,16.44,67.81,2132.91,Wheat,Harvest,DAP,,
5,32,60,75,39.53,78.42,2553.83,Rice,Sowing,Urea,,
5.66,62,13,24,26.3,63.8,2872.32,Tomato,Harvest,DAP,,
5.46,111,42,43,19.46,41.36,377.31,Potato,Flowering,Compost,,
5.35,39,32,46,29.93,33.2,616.34,Maize,Flowering,Urea,,
6.14,67,62,62,29.79,73.33,2462.47,Maize,Sowing,Compost,,
7.32,119,22,50,20.42,56.4,2677.42,Rice,Sowing,DAP,,
5.37,38,80,103,39.82,43.33,213.66,Sugarcane,Sowing,Urea,,
5.97,88,67,87,34.27,45.11,2846.63,Rice,Harvest,Zinc Sulphate,,
6.06,36,72,118,22.01,38.94,1472.26,Rice,Vegetative,Urea,,
8.41,55,74,13,29.8,47.01,1495.35,Maize,Flowering,Urea,,
8.32,101,51,17,31.32,77.52,2660.48,Cotton,Vegetative,MOP,,
7.7,89,49,96,15.21,67.24,1010.69,Maize,Sowing,MOP,,
5.47,135,30,80,36.34,89.24,1833.78,Rice,Harvest,DAP,,
4.77,20,89,26,34.78,61.46,1135.73,Maize,Vegetative,Urea,,
5.77,100,42,31,32.67,61.29,517.95,Cotton,Harvest,MOP,,
5.57,149,79,111,16.68,41.48,1204.02,Rice,Sowing,DAP,,
6.52,54,51,99,14.09,65.19,684.49,Tomato,Vegetative,Urea,,
7.61,146,46,17,15.42,66.5,1658.74,Maize,Flowering,MOP,,
7.93,46,81,31,12.79,42.39,1683.42,Sugarcane,Vegetative,Urea,,
7.88,65,10,49,38.21,35.28,1424.46,Rice,Flowering,DAP,,
5.94,27,86,118,35.54,52.13,686.68,Tomato,Sowing,Urea,,
7.25,112,35,31,12.72,40.33,532.45,Cotton,Vegetative,DAP,,
5.75,91,89,113,30.34,60.19,492.93,Maize,Flowering,Urea,,
4.74,133,48,14,17.37,61.57,514.06,Rice,Harvest,MOP,,
7.31,110,56,18,10.52,66.49,1025.66,Maize,Flowering,MOP,,
4.54,45,65,69,18.77,66.17,205.22,Potato,Flowering,Urea,,
6.14,122,67,29,23.2,70.49,374.32,Wheat,Vegetative,MOP,,
5.82,81,37,95,10.6,43.83,1517.24,Potato,Sowing,DAP,,
7.27,113,66,43,19.71,73.85,711.53,Rice,Flowering,NPK,,
7.56,80,80,108,31.01,61.49,937.46,Rice,Harvest,NPK,,
5.72,87,81,45,16.85,56.24,1189.3,Wheat,Harvest,DAP,,
7.75,48,54,92,24.55,68.87,311.02,Tomato,Flowering,Urea,,
5.68,65,74,101,36.63,60.08,816.06,Maize,Vegetative,NPK,,
6.29,120,13,80,10.85,61.54,2374.73,Sugarcane,Flowering,DAP,,
7.41,109,70,114,33.57,31.39,1154.51,Sugarcane,Harvest,Zinc Sulphate,,
7.27,152,70,47,21.52,78.12,721.25,Sugarcane,Flowering,MOP,,
8.45,107,52,76,26.23,55.45,753.68,Potato,Vegetative,Zinc Sulphate,,
5.4,146,28,41,16.93,61.08,2957.25,Wheat,Sowing,DAP,,
7.15,126,10,55,27.37,53.39,615.67,Potato,Vegetative,DAP,,
6.94,85,28,118,31.92,63.09,2735.17,Cotton,Vegetative,DAP,,
8.16,65,60,104,16.05,33.24,425.53,Rice,Vegetative,Zinc Sulphate,,
5.13,27,73,118,20.3,53.03,2648.41,Potato,Vegetative,Urea,,
7.51,120,72,34,27.02,70.12,1619.37,Cotton,Flowering,MOP,,
6.77,152,38,73,22.5,86.31,1904.38,Tomato,Sowing,DAP,,
5.6,92,28,42,18.79,80.95,888.61,Potato,Flowering,DAP,,
6.4,142,52,56,23.55,87.77,2716.1,Rice,Sowing,Zinc Sulphate,,
5.84,62,79,78,18.72,76.89,1844.01,Potato,Flowering,Zinc Sulphate,,
6.82,142,48,38,19.06,67.96,2091.96,Potato,Flowering,MOP,,
8.06,67,32,68,28.32,55.4,1758.93,Tomato,Vegetative,DAP,,
6.78,26,10,40,24.31,37.39,550.66,Cotton,Vegetative,Urea,,
7.03,59,70,35,30.31,45.05,2541.43,Cotton,Flowering,Urea,,
6.57,51,88,72,35.12,46.27,714.04,Wheat,Vegetative,Urea,,
4.7,124,34,67,38.29,55.67,1017.45,Wheat,Sowing,DAP,,
5.43,113,13,94,14.54,66.59,2074.65,Cotton,Vegetative,DAP,,
6.47,130,10,107,28.79,67.12,461.32,Rice,Flowering,DAP,,
5.74,108,49,110,27.47,57.33,2813.53,Tomato,Flowering,Compost,,
5.23,96,30,58,36.01,46.48,547.56,Maize,Flowering,DAP,,
6.52,28,52,74,36.88,33.39,2068.04,Cotton,Flowering,Urea,,
5.79,156,19,68,32.82,89.33,1978.34,Wheat,Sowing,DAP,,
5.53,83,75,71,27.86,86.37,2154.49,Tomato,Flowering,SSP,,
6.36,110,26,77,15.98,40.98,1413.37,Rice,Vegetative,DAP,,
5.03,114,22,56,18.3,66.32,1270.4,Maize,Flowering,DAP,,
8.21,112,19,31,28.08,47.74,2937.44,Cotton,Flowering,DAP,,
7.97,113,61,89,14.18,41.67,2488.04,Potato,Vegetative,Zinc Sulphate,,
7.33,143,19,118,15.52,71.06,1559.24,Potato,Sowing,DAP,,
4.92,89,56,73,37.34,77.17,710.35,Wheat,Vegetative,Compost,,
7.6,122,18,55,38.69,54.4,2693.55,Sugarcane,Sowing,DAP,,
7.73,83,55,68,10.16,33.54,2016.5,Rice,Harvest,NPK,,
7.57,114,77,41,35.87,54.09,580.17,Maize,Flowering,Urea,,
4.96,31,63,107,38.14,61.93,712.69,Wheat,Harvest,Urea,,
7.08,67,77,94,25.77,83.59,1714.3,Sugarcane,Sowing,NPK,,
7.84,82,13,100,23.47,69.41,1610.31,Cotton,Flowering,DAP,,
6.81,25,84,115,37.56,72.63,1345.99,Rice,Harvest,Urea,,
7.09,64,10,46,10.23,42.16,1395.25,Maize,Harvest,DAP,,
6.33,109,68,76,35.21,73.22,682.17,Wheat,Harvest,NPK,,
6.61,120,34,61,18.9,60.11,915.3,Tomato,Sowing,DAP,,
4.64,123,18,52,29.23,79.22,1579.58,Potato,Flowering,DAP,,
7.06,150,34,118,19.7,42.98,378.37,Cotton,Vegetative,DAP,,
4.83,146,80,43,25.69,60.89,1187.51,Wheat,Harvest,Compost,,
6.24,149,35,70,34.25,42.57,789.05,Tomato,Flowering,DAP,,
5.67,39,65,80,15.44,47.15,689.01,Sugarcane,Harvest,Urea,,
6.68,58,58,102,29.92,79.93,610.46,Potato,Flowering,Urea,,
5.03,159,74,76,36.95,71.27,592.53,Cotton,Flowering,Compost,,
7.27,55,70,54,37.03,73.71,649.23,Wheat,Flowering,Urea,,
7.68,111,18,111,36.82,34.11,1247.57,Rice,Sowing,DAP,,
5.15,28,19,50,25.55,73.73,484.07,Rice,Sowing,Urea,,
4.92,63,20,61,33.03,59.48,2711.72,Maize,Vegetative,DAP,,
5.08,94,45,75,23.41,57.55,1594.17,Rice,Sowing,Compost,,
8.01,72,65,21,23.8,54.76,1613.37,Rice,Harvest,MOP,,
6.61,49,41,24,18.52,81.11,791.06,Maize,Vegetative,Urea,,
6.37,134,81,25,18.56,40.65,2628.03,Tomato,Flowering,MOP,,
4.93,85,44,12,11.13,78.85,2518.77,Cotton,Sowing,MOP,,
7.1,57,13,36,25.94,85.7,295.89,Tomato,Vegetative,Urea,,
7.97,57,71,119,19.26,40.09,2250.73,Potato,Flowering,Urea,,
7.81,74,72,32,15.63,89.98,715.95,Wheat,Vegetative,MOP,,
7,95,17,73,13.65,89.43,1755.73,Cotton,Harvest,DAP,,
4.8,135,85,42,20.41,67.28,2637.45,Wheat,Vegetative,Compost,,
4.95,104,78,57,36.97,46.11,2815.35,Rice,Vegetative,Compost,,
4.7,42,70,100,25.49,55.78,716.47,Sugarcane,Harvest,Urea,,
5.53,115,72,97,26.71,40.22,2830.81,Maize,Sowing,NPK,,
5.04,68,70,64,11.63,37.21,394.83,Tomato,Harvest,Compost,,
5.54,132,46,111,25.6,72.24,2746.11,Potato,Sowing,Compost,,
6.04,133,13,36,30.03,64.79,2362.51,Cotton,Harvest,DAP,,
8.27,64,65,56,14.52,63.81,2758.71,Wheat,Vegetative,Zinc Sulphate,,
6.94,115,52,40,39.51,44.87,1225.21,Sugarcane,Vegetative,NPK,,
7.84,68,30,88,37.45,44.09,2834.18,Wheat,Vegetative,DAP,,
7.34,21,67,44,39.79,89.38,2491.85,Maize,Harvest,Urea,,
4.95,122,25,45,20.81,67.73,1119.3,Cotton,Vegetative,DAP,,
7.44,78,62,33,34.67,79.17,1149.02,Potato,Vegetative,MOP,,
5.6,79,27,26,19.86,52.71,1200.2,Maize,Harvest,DAP,,
7.06,41,66,54,32.47,80.62,1848.6,Potato,Harvest,Urea,,
5.86,108,47,107,38.43,73.34,709.32,Cotton,Sowing,MOP,,
8.49,125,41,71,14.65,51.01,1413.8,Maize,Harvest,Zinc Sulphate,,
5.55,72,28,10,14.21,73.06,389.45,Cotton,Vegetative,DAP,,
5.62,38,57,29,13.13,85.54,1203.28,Tomato,Harvest,Urea,,
8.22,68,83,79,33.95,42.82,2066.85,Tomato,Harvest,Zinc Sulphate,,
4.6,36,35,78,30,62.86,1850.51,Rice,Harvest,Urea,,
7.29,146,54,73,25.67,88,1086.3,Cotton,Harvest,SSP,,
7.4,38,54,102,33.22,79.28,920.17,Rice,Vegetative,Urea,,
7.85,49,24,79,35.5,67.22,1115.87,Sugarcane,Harvest,Urea,,
8.4,97,27,59,38.49,34.19,394.73,Tomato,Harvest,DAP,,
8.4,125,40,62,16.04,54.38,921.22,Cotton,Harvest,Zinc Sulphate,,
4.76,83,24,106,23.25,69.05,2182.54,Wheat,Harvest,DAP,,
7.79,51,24,118,37.69,54.58,700.5,Cotton,Vegetative,Urea,,
7.09,55,74,47,23.84,89.83,587.05,Cotton,Vegetative,Urea,,
7.09,29,55,61,24.63,75.2,2568.96,Sugarcane,Flowering,Urea,,
5.01,78,84,102,38.27,41.22,862.35,Wheat,Harvest,Compost,,
7.1,121,25,117,32.04,59.42,903.09,Rice,Harvest,DAP,,
8.43,137,64,70,26.56,53.04,1496.51,Potato,Vegetative,Zinc Sulphate,,
8.15,30,39,83,20.72,65.63,1521.35,Cotton,Flowering,Urea,,
6.26,98,50,105,37.46,56.79,721.37,Cotton,Flowering,Urea,,
4.66,110,76,34,10.27,44.27,1757.19,Wheat,Vegetative,MOP,,
5.95,121,26,101,19.63,73.46,2148.08,Tomato,Harvest,DAP,,
7.81,148,35,38,38.38,36.4,1556.58,Sugarcane,Vegetative,DAP,,
7.31,33,82,44,24.95,61.93,2707.22,Tomato,Flowering,Urea,,
6.34,150,73,56,28.72,48.61,2976.46,Tomato,Harvest,SSP,,
4.72,49,67,66,25.98,87.99,1680.11,Wheat,Vegetative,Urea,,
6.21,148,84,41,21.92,48.21,2923.55,Potato,Flowering,Zinc Sulphate,,
6.38,124,12,55,29.96,50.46,2010.17,Wheat,Flowering,DAP,,
8.21,62,37,45,32.99,72.43,1680.66,Maize,Harvest,DAP,,
7.06,57,13,80,20.93,37.71,2636.07,Rice,Sowing,Urea,,
5.75,108,49,19,27.72,49.48,2906.19,Tomato,Vegetative,MOP,,
6.6,63,84,55,12.48,71.75,2997.23,Sugarcane,Flowering,MOP,,
4.76,128,66,107,26.43,31.85,2325.69,Tomato,Flowering,Compost,,
8.39,74,74,106,32.43,48.66,1558.84,Cotton,Vegetative,Zinc Sulphate,,
5.94,74,56,35,27.56,30.5,1028.9,Tomato,Flowering,MOP,,
6.41,97,89,57,36.35,39.01,1762.35,Tomato,Harvest,NPK,,
5.92,126,43,57,18.59,66.25,2377.08,Tomato,Vegetative,NPK,,
7.23,76,54,22,24.75,57.4,275.11,Sugarcane,Harvest,MOP,,
7.15,149,41,39,12.62,39.36,949.42,Potato,Sowing,MOP,,
7.36,143,53,105,31,34.68,1192.89,Tomato,Vegetative,NPK,,
5.57,68,20,106,23.29,33.38,2383.85,Potato,Sowing,DAP,,
5.76,83,45,79,25.91,35.12,1917.95,Sugarcane,Vegetative,NPK,,
5,106,22,109,13.85,35.76,1391.98,Potato,Sowing,DAP,,
7.12,155,66,75,39.92,35.18,2773.95,Wheat,Flowering,Urea,,
4.66,88,34,16,33.16,33.3,1706.81,Cotton,Sowing,DAP,,
6.89,81,79,65,22.02,71.82,2226.95,Cotton,Vegetative,NPK,,
7.98,140,46,39,27.1,86.48,2035.32,Tomato,Harvest,MOP,,
8.06,71,13,119,28.56,81.36,2603.82,Maize,Flowering,DAP,,
6.3,52,35,64,38.82,45.95,2474.66,Cotton,Harvest,Urea,,
6.34,39,22,99,33.05,42.26,2969.29,Maize,Flowering,Urea,,
4.81,131,81,98,20.49,32.87,1261.74,Potato,Vegetative,Compost,,
7.18,56,60,42,39.33,39.36,661.64,Potato,Harvest,Urea,,
7.79,125,56,51,19.05,64.07,2327.49,Tomato,Harvest,Compost,,
5.48,124,42,15,27.31,89.89,2649.2,Wheat,Vegetative,MOP,,
6.19,70,89,17,31.02,81.54,352.24,Rice,Flowering,MOP,,
7.86,48,51,82,18.13,60.9,1132.05,Tomato,Flowering,Urea,,
8.01,156,40,84,38.69,55.41,2460.14,Potato,Vegetative,Zinc Sulphate,,
5.47,105,49,97,16.48,38.87,2113.62,Sugarcane,Flowering,Compost,,
6.7,59,25,79,23.25,55.12,2314.84,Sugarcane,Harvest,Urea,,
5.27,119,65,49,15.4,65.69,1720.96,Cotton,Flowering,Compost,,
4.91,42,83,65,36.25,65.73,1269.15,Cotton,Vegetative,Urea,,
8.14,122,45,89,16.65,63.45,2471.9,Sugarcane,Sowing,Zinc Sulphate,,
7.78,27,89,26,11.04,79.44,1752.71,Rice,Vegetative,Urea,,
7.54,93,65,97,11.17,60.61,1642.05,Rice,Flowering,NPK,,
4.7,83,57,16,22.41,58.37,2257.56,Tomato,Flowering,MOP,,
7.87,112,89,49,25.68,48.35,734.43,Rice,Harvest,Zinc Sulphate,,
6.25,139,67,113,11.25,40.81,1840.81,Cotton,Flowering,NPK,,
5.87,128,24,67,12.79,30.08,1052.36,Potato,Flowering,DAP,,
6.69,115,81,71,12.92,49.33,260.06,Cotton,Harvest,DAP,,
4.87,99,24,100,30.06,67.98,2296.83,Potato,Flowering,DAP,,
7.53,122,30,83,18.99,63.53,1529.12,Rice,Flowering,DAP,,
6.83,36,73,63,26.88,61.83,2729.09,Sugarcane,Sowing,Urea,,
5.25,39,16,18,12.21,76.34,1600.47,Maize,Harvest,Urea,,
5.25,134,61,60,36.76,43.97,228.53,Sugarcane,Flowering,Compost,,
5.24,31,28,19,19.13,70.71,1344.49,Potato,Harvest,Urea,,
4.73,143,55,58,33.35,66.43,679.01,Maize,Vegetative,Compost,,
6.85,141,47,39,34.8,50.34,2779.02,Potato,Sowing,MOP,,
7.86,91,22,18,39.64,43.11,1448.24,Rice,Flowering,DAP,,
4.57,104,53,55,32.23,63.76,1629.94,Cotton,Vegetative,Compost,,
4.7,129,31,35,23.28,86.71,1223.39,Rice,Sowing,DAP,,
6.79,37,80,73,14.58,34.58,1662.23,Wheat,Vegetative,Urea,,
7.78,48,44,43,11.44,87.18,431.82,Tomato,Flowering,Urea,,
5.81,154,12,108,36.59,57.89,1484.45,Tomato,Vegetative,DAP,,
5.9,59,25,36,23.4,72.6,2057.64,Tomato,Sowing,Urea,,
6.89,120,54,93,32.5,78.19,1242.31,Cotton,Vegetative,NPK,,
5.6,139,25,97,24.89,39.09,1299.47,Maize,Vegetative,DAP,,
4.61,153,75,36,36.39,32.7,2544.77,Tomato,Harvest,MOP,,
7.44,74,47,50,32.49,37.71,1702.55,Cotton,Harvest,SSP,,
7,92,33,92,12.56,50.46,1845.42,Tomato,Flowering,DAP,,
6.82,107,59,27,32.56,87.39,1031.09,Rice,Harvest,MOP,,
7.47,144,66,59,18,32.57,1552.34,Maize,Vegetative,NPK,,
7.2,41,65,52,33.19,85.19,351.09,Wheat,Harvest,Urea,,
5.32,69,75,50,38.46,63.68,1404.83,Sugarcane,Sowing,Compost,,
5.91,46,87,85,37.9,36.14,2447.55,Wheat,Sowing,Urea,,
5,67,86,113,13.75,39.16,652.08,Tomato,Flowering,Compost,,
5.02,85,82,27,11.64,71.36,2340.54,Tomato,Harvest,MOP,,
7.2,149,71,70,33.31,66.51,1247.8,Sugarcane,Harvest,Zinc Sulphate,,
7.93,65,23,81,31.3,40.05,275.77,Tomato,Flowering,DAP,,
8.35,90,75,109,15.29,84.26,2868.98,Cotton,Vegetative,Zinc Sulphate,,
7.01,147,69,111,30.54,37.97,707.8,Rice,Sowing,Urea,,
5.24,30,30,62,10.46,60.69,1137.35,Rice,Harvest,Urea,,
4.92,45,44,89,28.93,61.7,1546.04,Tomato,Harvest,Urea,,
7.75,68,39,62,34.97,82.23,2858.44,Sugarcane,Flowering,DAP,,
6.82,82,48,22,29.26,31.33,1827.27,Rice,Sowing,MOP,,
6.97,40,34,35,11.96,38.19,2734.95,Cotton,Harvest,Urea,,
7.63,98,53,99,39.73,40.24,1780.5,Wheat,Harvest,Compost,,
7.31,99,68,65,20.68,33.77,775.11,Cotton,Vegetative,NPK,,
7.84,28,15,94,21.41,67.89,1780.24,Cotton,Flowering,Urea,,
4.72,135,12,70,12.54,43.78,481.24,Wheat,Harvest,DAP,,
7.49,139,45,59,15.01,64.6,527.76,Tomato,Harvest,Zinc Sulphate,,
7.9,74,10,30,18.14,76.96,523.86,Potato,Sowing,DAP,,
5.64,60,43,17,33.98,54.51,234.31,Maize,Sowing,MOP,,
7.06,25,74,106,30.75,76.13,623.6,Maize,Sowing,Urea,,
5.76,20,35,79,27.51,76.67,1188.34,Sugarcane,Vegetative,Urea,,
8.33,114,27,73,35.92,45.81,401.93,Sugarcane,Sowing,DAP,,
4.63,152,45,59,39.93,30.94,217.26,Maize,Flowering,Compost,,
6.82,45,15,11,21.54,36.2,514.36,Potato,Vegetative,Urea,,
5.17,20,84,81,21.74,79.41,2820.96,Maize,Harvest,Urea,,
7.35,20,53,79,32.08,54.32,1671.79,Cotton,Vegetative,Urea,,
5.2,112,49,15,29.33,80.35,1418.07,Tomato,Harvest,MOP,,
5.44,57,39,31,10.4,62.85,1564.04,Rice,Flowering,Urea,,
6.48,60,87,98,29.66,41.84,1753.46,Sugarcane,Harvest,Compost,,
8.16,152,83,55,31.59,72.73,501.93,Rice,Flowering,Zinc Sulphate,,
5.35,82,40,104,39.58,63.49,1837.32,Wheat,Harvest,Compost,,
5.08,105,67,70,27.6,51.11,2535.83,Maize,Vegetative,Compost,,
7.54,103,64,44,30.53,35.26,1769.81,Cotton,Sowing,MOP,,
6.5,159,45,71,33.66,36.14,2672.53,Wheat,Vegetative,NPK,,
8.15,153,88,78,12.88,41.31,587.04,Sugarcane,Flowering,Zinc Sulphate,,
5.09,128,39,95,32.04,70.38,2512.48,Cotton,Vegetative,DAP,,
7.08,123,57,66,26.41,73.68,2055.32,Wheat,Flowering,Zinc Sulphate,,
5.43,54,87,34,13,67.85,1890.28,Wheat,Vegetative,Urea,,
5.13,94,26,91,30.1,50.24,1848.57,Rice,Flowering,DAP,,
7.23,144,36,82,17.04,56.43,533.05,Maize,Vegetative,DAP,,
6.87,71,72,34,26.14,72.57,1997.44,Potato,Sowing,MOP,,
7.52,52,86,102,18.43,69.59,1316.58,Cotton,Flowering,Urea,,
5.74,33,23,42,13.14,76.38,377.12,Cotton,Harvest,Urea,,
6.29,72,35,116,17.53,44.47,774.72,Potato,Flowering,DAP,,
6.12,80,52,17,23.16,30.27,1439.22,Cotton,Sowing,MOP,,
8.44,32,84,113,24.82,45.99,2980.34,Tomato,Sowing,Urea,,
5.67,34,10,22,14.45,50.87,1405.87,Wheat,Sowing,Urea,,
5.68,74,33,70,19.63,87.63,619.38,Potato,Harvest,DAP,,
5.92,66,29,17,35.78,43.06,2724.79,Maize,Sowing,DAP,,
6.76,116,81,114,37.31,79.58,298.67,Cotton,Sowing,DAP,,
5.51,94,17,117,26.06,67.35,554.84,Tomato,Harvest,DAP,,
8.16,34,39,36,24.71,40.05,1526.43,Wheat,Sowing,Urea,,
5.56,40,27,63,27.44,54.21,459.78,Tomato,Harvest,Urea,,
